word
hey
thank
thanked
thanking
thanks
much
someone
some-one
end
ends
change
changed
changing
changes
however
only
onliest
around
hours
hour
everything
every-thing
national
four
fours
line
lines
girl
girls
around
watch
watching
watched
watches
until
father
fathers
fa-ther
sit
sitting
sat
sits
siting
create
created
creating
creates
information
informations
in-formation
car
cars
learn
learned
learning
learns
learnt
least
already
killed
kill
killing
kills
minutes
minute
minuted
party
parties
include
included
includes
including
stand
stood
standing
stands
together
back
backs
follow
followed
following
follows
health
healths
remember
remembered
remembers
remembering
re-member
remem-ber
often
reason
reasons
speak
spoke
speaking
speaks
spoken
spake
ago
set
setting
sets
black
blacker
blackest
members
member
community
communities
once
social
news
allow
allowed
allows
allowing
win
won
winning
wins
body
bodies
led
lead
leading
leads
continue
continues
continued
continuing
whether
enough
spent
spend
spending
spends
level
levels
able
political
almost
boy
boys
boyz
university
universities
before
stay
stayed
staying
stays
add
added
adding
adds
later
change
changes
five
fives
probably
center
centers
centre
centres
among
face
faces
public
died
die
dying
dies
food
foods
else
history
histories
buy
bought
buying
buys
results
result
morning
mornings
morn-ing
off
parents
parent
office
offices
off-ice
course
sent
send
sending
sends
sended
research
researches
walk
walked
walking
walks
door
doors
white
whiter
whitest
several
court
courts
home
grow
grew
growing
grown
grows
growed
better
open
opened
opens
opening
moment
moments
mo-ment
including
consider
considered
considering
considers
both
such
little
within
second
late
latest
later
street
streets
free
freer
freest
better
everyone
every-one
policy
policies
table
tables
sorry
sorrier
sorriest
care
cares
low
lower
lowest
human
please
hope
hoping
hoped
hopes
TRUE
truer
truest
process
processes
teachers
teacher
data
datas
offer
offered
offers
offering
death
deaths
whole
experience
experiences
plan
plans
easy
easier
easiest
education
educations
built
build
building
builds
builded
expect
expected
expecting
expects
fell
fall
falling
fallen
falls
falled
himself
hisself
him-self
age
ages
hard
harder
hardest
sense
senses
sensei
across
show
shows
early
earlier
earliest
college
colleges
music
musics
appear
appears
appeared
appearing
mind
minds
class
classes
police
po-lice
use
uses
effect
effects
season
seasons
tax
taxes
taxa
heart
hearts
son
sons
art
arts
possible
possi-ble
serve
served
serving
serves
break
broke
breaking
broken
breaks
although
end
ended
ends
ending
market
markets
even
air
airs
force
forces
required
require
requires
requiring
feet
foot
up
listen
listening
listened
listens
agree
agreed
agrees
agreeing
according
anyone
baby
babies
babys
wrong
wrongest
love
loves
cut
cutting
cuts
decided
decide
decides
deciding
republican
republicans
full
fuller
fullest
behind
passed
pass
passing
passes
interest
interests
sometimes
some-times
security
securities
eat
eating
ate
eaten
eats
reported
report
reports
reporting
control
controls
rate
rates
local
lo-cal
suggest
suggested
suggests
suggesting
report
reports
nation
nations
sell
sold
selling
sells
action
actions
support
supported
supporting
supports
wife
wives
wifes
decision
decisions
received
receive
receiving
receives
recieved
recieve
value
values
based
base
basing
bases
pick
picked
picking
picks
phone
phones
thanks
events
event
drive
driving
drove
driven
drives
strong
stronger
strongest
reached
reach
reaching
reaches
remain
remains
remained
remaining
explain
explained
explains
explaining
site
sites
hit
hitting
hits
pulled
pull
pulling
pulls
church
churches
churchs
model
models
perhaps
relationship
relationships
relation-ship
relation-ships
six
sixes
fine
finest
finer
movie
movies
field
fields
raised
raise
raising
raises
less
players
player
couple
couples
million
millions
themselves
themself
theirselves
them-selves
theirself
record
records
especially
expecially
difference
differences
light
lights
development
developments
federal
federales
former
role
roles
pretty
myself
meself
view
views
price
prices
pricei
effort
efforts
nice
nicer
nicest
quite
along
voice
voices
finally
department
departments
dept
depts
either
toward
leaders
leader
because
photo
photos
wearing
wear
wore
worn
wears
space
spaces
project
projects
return
returned
returning
returns
position
positions
special
million
millions
film
films
need
needs
major
type
types
town
towns
article
articles
road
roads
form
forms
chance
chances
drug
drugs
economic
situation
situations
choose
chose
chosen
choosing
chooses
choses
chosing
practice
practices
cause
caused
causing
causes
happy
happier
happiest
science
sciences
join
joined
joining
joins
teach
taught
teaching
teaches
earlier
early
earliest
developed
develop
developing
develops
develope
share
shared
sharing
shares
yourself
yourselves
yerself
your-self
carry
carried
carrying
carries
clear
clearer
clearest
brother
brothers
brethren
matter
matters
dead
deader
deadest
image
images
star
stars
cost
costs
simply
post
posts
society
societies
societys
picture
pictures
piece
pieces
paper
papers
energy
energies
personal
building
buildings
build-ing
military
open
doctor
doctors
activities
activity
exactly
americans
american
media
medias
miss
missed
missing
misses
evidence
evidences
products
product
realize
realized
realizing
realizes
realise
realised
realising
realises
save
saved
saving
saves
arms
arm
technology
technologies
caught
catch
catching
catches
catched
comments
comment
commenting
look
looks
lookin
term
terms
color
colors
colour
colours
cover
covered
covering
covers
described
describe
describes
describing
guess
guessing
guessed
guesses
choice
choices
source
sources
mom
moms
soon
sooner
director
directors
international
inter-national
rules
rule
campaign
campaigns
ground
grounds
election
elections
face
facing
faced
faces
uh
check
checked
checking
checks
page
pages
pg
fight
fighting
fought
fights
itself
test
tests
testi
patients
patient
produce
produced
producing
produces
certain
whatever
half
video
videos
support
supports
throw
threw
throwing
thrown
throws
throwed
third
care
cares
cared
caring
rest
resting
rests
recent
recenter
available
avail-able
step
steps
ready
readier
readiest
opportunity
opportunities
officials
official
oil
oils
call
calls
organization
organizations
organisation
organisations
character
characters
single
current
likely
likelier
likeliest
county
counties
future
futures
dad
dads
whose
less
shot
shoot
shooting
shoots
industry
industries
second
seconds
list
lists
general
stuff
stuffs
figure
figures
attention
attentions
atten-tion
forget
forgot
forgotten
forgetting
forgets
risk
risks
no
focus
focused
focusing
focuses
focussed
focussing
focusses
short
shorter
shortest
fire
fires
dog
dogs
red
redder
reddest
hair
hairs
pointed
point
points
pointing
conditions
condition
wall
walls
daughter
daughters
daugh-ter
before
deal
deals
author
authors
truth
truths
upon
husband
husbands
hus-band
period
periods
series
serie
order
orders
officer
officers
close
closer
closest
land
lands
noted
note
notes
noting
computer
computers
thought
thoughts
economy
economies
goal
goals
bank
banks
behavior
behaviors
behaviour
behaviours
sounds
sound
sounded
sounding
deal
dealing
dealt
deals
dealed
certainly
nearly
increase
increased
increasing
increases
act
acts
north
well
blood
bloods
culture
cultures
medical
medi-cal
ok
o.k.
o.k
everybody
everybodys
ever'body
every-body
everybodies
top
tops
topi
difficult
closed
close
closing
closes
language
languages
window
windows
win-dow
response
responses
population
populations
lying
lie
lies
lied
lain
lieing
tree
trees
park
parks
workers
worker
draw
drawn
drew
drawing
draws
drawed
plan
planning
planned
plans
dropped
drop
dropping
drops
push
pushed
pushing
pushes
earth
earths
cause
causes
per
private
tonight
to-night
race
races
than
letter
letters
other
gun
guns
simple
simpler
simplest
course
courses
wonder
wondering
wondered
wonders
involved
involving
involves
involve
hell
hells
poor
poorer
poorest
each
answer
answers
nature
natures
administration
administrations
common
commonest
commoner
no
no-one
hard
harder
hardest
message
messages
song
songs
enjoy
enjoyed
enjoying
enjoys
similar
congress
congresses
attack
attacks
past
hot
hottest
hotter
seek
seeking
sought
seeks
seeked
amount
amounts
analysis
analyses
store
stores
defense
defenses
bill
bills
like
cell
cells
away
performance
performances
hospital
hospitals
bed
beds
board
boards
protect
protecting
protected
protects
century
centuries
summer
summers
material
materials
individuals
individual
recently
example
examples
represent
represented
represents
representing
re-present
re-presented
re-presenting
re-presents
filled
fill
filling
fills
state
stated
states
stating
placed
place
placing
places
animals
animal
failed
fail
failing
fails
factors
factor
natural
sir
sirs
agency
agencies
usually
significant
help
helps
ability
abilities
miles
mile
statement
statements
entire
democrats
democrat
floor
floors
serious
career
careers
dollars
dollar
vote
voted
voting
votes
sex
sexes
compared
compare
comparing
compares
south
forward
subject
subjects
financial
financials
identified
identify
identifying
identifies
beautiful
beautifulest
decades
decade
bit
bits
reduce
reduced
reducing
reduces
sister
sisters
sis
sis-ter
quality
qualities
quickly
act
acting
acted
acts
press
presses
worry
worried
worries
worrying
accept
accepted
accepting
accepts
enter
entered
entering
enters
mentioned
mention
mentioning
mentions
sound
sounds
thus
plant
plants
movement
movements
move-ment
scene
scenes
section
sections
treatment
treatments
wish
wished
wishes
wishing
benefits
benefit
interesting
west
candidate
candidates
approach
approaches
determine
determined
determining
determines
resources
resource
claim
claimed
claims
claiming
answer
answered
answering
answers
prove
proved
proven
proves
proving
sort
sorts
enough
size
sizes
somebody
some-body
knowledge
knowledges
rather
hang
hanging
hung
hangs
hanged
sports
sport
tv
t.v.
t.v
loss
losses
argue
argued
arguing
argues
left
lefter
note
notes
meeting
meetings
skills
skill
card
cards
feeling
feelings
despite
degree
degrees
crime
crimes
that
sign
signs
occurred
occur
occurs
occurring
occured
occuring
imagine
imagined
imagining
imagines
vote
votes
near
king
kings
box
boxes
presented
present
presents
presenting
figure
figured
figuring
figures
seven
sevens
foreign
laughing
laughed
laugh
laughs
disease
diseases
dis-ease
lady
ladies
ladys
beyond
discuss
discussed
discussing
discusses
finished
finish
finishing
finishes
design
designs
concern
concerns
con-cern
ball
balls
east
recognize
recognized
recognizing
recognizes
recognise
recognised
recognising
recognises
apply
applied
applying
applies
prepared
prepare
preparing
prepares
network
networks
huge
hugest
huger
success
successes
district
districts
cup
cups
named
name
naming
names
physical
growth
growths
rising
rose
rise
rises
risen
hi
standards
standard
forced
force
forcing
forces
signed
sign
signing
signs
fans
fan
theory
theories
staff
staffs
staves
hurt
hurts
hurting
hurted
legal
september
sept
set
sets
outside
et
strategy
strategies
clearly
property
properties
lay
laid
laying
lays
layed
final
authority
authorities
perfect
method
methods
region
regions
since
impact
impacts
indicated
indicate
indicates
indicating
safe
safer
safest
committee
committees
supposed
dream
dreams
training
trainings
shit
shits
central
options
option
eight
eights
particularly
completely
opinion
opinions
main
ten
tens
interview
interviews
exist
exists
existed
existing
remove
removed
removing
removes
dark
darker
darkest
play
plays
union
unions
professor
professors
prof
profs
pressure
pressures
purpose
purposes
stage
stages
blue
herself
her-self
sun
suns
pain
pains
artist
artists
employees
employee
employes
avoid
avoided
avoiding
avoids
account
accounts
released
release
releasing
releases
funds
fund
environment
environments
treated
treat
treating
treats
specific
version
versions
shot
shots
hate
hated
hates
hating
reality
realities
visit
visited
visiting
visits
club
clubs
justice
justices
river
rivers
brain
brains
memory
memories
rock
rocks
talk
talks
camera
cameras
global
various
arrived
arrive
arriving
arrives
noticed
notice
noticing
notices
bit
details
detail
challenge
challenges
argument
arguments
lot
nobody
weapons
weapon
best
station
stations
island
islands
absolutely
instead
discussion
discussions
instead
affect
affected
affects
affecting
designed
design
designing
little
anyway
any-way
respond
responded
responding
responds
control
controlled
controlling
controls
controling
trouble
troubles
trou-ble
conversation
conversations
managed
manage
managing
manages
close
closer
closest
date
dates
public
publics
army
armies
top
posted
posting
post
posts
charges
charge
seat
seats
assume
assumed
assuming
assumes
writer
writers
perform
performed
performing
performs
credit
credits
green
greener
greenest
marriage
marriages
operation
operations
indeed
sleep
sleeping
slept
sleeps
necessary
revealed
reveal
reveals
revealing
agent
agents
access
bar
bars
debate
debates
legs
leg
legging
contains
contain
contained
containing
beat
beating
beaten
beats
cool
cooler
coolest
democratic
cold
colder
coldest
glass
glasses
improve
improved
improving
improves
adults
adult
trade
trades
religious
headed
heading
head
heads
review
reviews
kind
address
addressed
addressing
addresses
association
associations
measures
measure
stock
stocks
gas
gases
gasses
gass
deep
deeper
deepest
lawyer
lawyers
production
productions
related
relate
relating
relates
middle
management
managements
original
victims
victim
cancer
cancers
speech
speeches
particular
trial
trials
none
items
item
weight
weights
tomorrow
to-morrow
step
stepped
stepping
steps
positive
form
formed
forming
forms
citizens
citizen
studied
study
studying
studies
trip
trips
established
establish
establishing
establishes
executive
executives
politics
stuck
stick
sticking
sticks
sticked
customers
customer
manager
managers
rather
published
publish
publishing
publishes
popular
singing
sing
sang
sings
sung
ahead
conference
conferences
total
discovered
discover
discovering
discovers
fast
faster
fastest
base
bases
direction
directions
direc-tion
sunday
maintain
maintained
maintaining
maintains
past
pasts
majority
majorities
peace
peaces
dinner
dinners
din-ner
partner
partners
pardner
pardners
users
user
above
fly
flying
flew
flies
flown
bag
bags
therefore
rich
richer
richest
individual
tough
tougher
toughest
owner
owners
shall
shalt
inside
voters
voter
tools
tool
june
further
far
farther
farthest
furthest
may
mountain
mountains
range
ranges
coach
coaches
fear
fears
friday
attorney
attorneys
unless
nor
experts
expert
structure
structures
budget
budgets
insurance
insurances
text
texts
freedom
freedoms
crazy
craziest
crazier
readers
reader
style
styles
through
march
marches
marching
machine
machines
ma-chine
november
generation
generations
income
incomes
born
borned
admit
admitted
admits
admitting
admited
hello
onto
sea
seas
okay
mouth
mouths
throughout
own
owned
owns
owning
test
tested
testing
tests
web
webs
shook
shake
shaking
shakes
shaken
shaked
threat
threats
solution
solutions
shut
shutting
shuts
down
travel
traveling
traveled
travels
travelling
travelled
scientists
scientist
hide
hiding
hidden
hid
hides
obviously
referred
referring
refer
refers
refering
refered
alone
drink
drinking
drank
drunk
drinks
investigation
investigations
senator
senators
unit
units
photograph
photographs
july
television
televisions
key
sexual
radio
radios
prevent
preventing
prevented
prevents
once
modern
senate
senates
violence
violences
touch
touched
touching
touches
features
feature
audience
audiences
evening
evenings
eve-ning
whom
front
hall
halls
task
tasks
scores
score
skin
skins
suffered
suffer
suffering
suffers
sufferred
wide
wider
widest
spring
springs
experience
experienced
experiencing
experiences
civil
safety
safeties
weekend
weekends
week-end
week-ends
while
whiles
worth
title
titles
heat
heats
normal
hope
hopes
yards
yard
fingers
finger
tend
tends
tended
tending
mission
missions
eventually
participants
participant
hotel
hotels
judge
judges
pattern
patterns
break
breaks
breaking
institutions
institution
faith
faiths
professional
reflect
reflected
reflects
reflecting
folks
folk
surface
surfaces
fall
falls
clients
client
edge
edges
traditional
council
councils
device
devices
firm
firms
environmental
responsibility
responsibilities
chair
chairs
internet
internets
october
by
funny
funniest
funnier
immediately
investment
investments
ship
ships
effective
previous
content
contents
consumer
consumers
elements
element
nuclear
spirit
spirits
directly
afraid
defined
define
defining
defines
handle
handled
handling
handles
track
tracks
run
runs
wind
winds
lack
cost
costs
costing
costed
announced
announce
announcing
announces
journal
journals
heavy
heavier
heaviest
ice
ices
collection
collections
fed
feed
feeding
feeds
soldiers
soldier
solider
soliders
just
juster
governor
governors
fish
fishes
shoulder
shoulders
cultural
successful
fair
fairer
fairest
trust
trusted
trusting
trusts
suddenly
future
interested
deliver
delivered
delivering
delivers
saturday
editor
editors
fresh
fresher
freshest
anybody
destroy
destroyed
destroying
destroys
claim
claims
critical
agreement
agreements
powerful
researchers
researcher
concept
concepts
willing
band
bands
married
marry
marrying
marries
promised
promise
promises
promising
easily
restaurant
restaurants
league
leagues
senior
capital
capitals
anymore
april
potential
etc
quick
quicker
quickest
magazine
magazines
status
statuses
attend
attended
attending
attends
replace
replaced
replacing
replaces
re-placed
re-place
due
hill
hills
kitchen
kitchens
achieve
achieved
achieving
achieves
acheive
screen
screens
generally
mistake
mistakes
along
struck
strike
strikes
striking
battle
battles
spot
spots
basic
very
veriest
corner
corners
target
targets
driver
drivers
beginning
beginnings
religion
religions
crisis
crises
count
counted
counting
counts
museum
museums
engage
engaged
engaging
engages
communication
communications
murder
murders
mur-der
blow
blew
blowing
blown
blows
blowed
objects
object
expressed
express
expressing
expresses
huh
encourage
encouraged
encourages
encouraging
matter
matters
mattered
mattering
blog
blogs
smiled
smiling
smile
smiles
return
returns
belief
beliefs
block
blocks
debt
debts
fired
fire
firing
fires
labor
labour
labors
labours
understanding
understandings
under-standing
neighborhood
neighborhoods
neighbor-hood
contract
contracts
middle
middles
species
additional
sample
samples
involved
inside
mostly
path
paths
concerned
apple
apples
conducted
conduct
conducting
conducts
god
gods
wonderful
library
libraries
prison
prisons
hole
holes
attempt
attempts
completed
complete
completing
completes
code
codes
sales
gift
gifts
gifting
refused
refuse
refusing
refuses
increase
increases
garden
gardens
introduced
introduce
introducing
introduces
roll
rolled
rolling
rolls
christian
definitely
like
lake
lakes
turn
turns
sure
earned
earn
earning
earns
plane
planes
vehicle
vehicles
examine
examined
examining
examines
application
applications
thousands
thousand
coffee
coffees
gain
gained
gaining
gains
result
resulted
resulting
results
file
files
billion
billions
reform
reforms
ignore
ignored
ignoring
ignores
welcome
welcomed
welcomes
welcoming
gold
golds
jump
jumped
jumping
jumps
planet
planets
location
locations
birds
bird
amazing
principles
principle
principled
promote
promoting
promoted
promotes
search
searches
nine
nines
alive
possibility
possibilities
sky
skies
otherwise
other-wise
remind
reminded
reminds
reminding
healthy
healthier
healthiest
fit
fits
fitted
fitting
horse
horses
h-o-r-s-e
advantage
advantages
commercial
steal
stole
stolen
stealing
steals
stealed
basis
context
contexts
highly
christmas
strength
strengths
move
moves
move-on
monday
means
mean
alone
beach
beaches
survey
surveys
writing
writings
master
masters
cry
crying
cried
cries
scale
scales
residents
resident
football
footballs
sweet
sweetest
sweeter
failure
failures
reporter
reporters
committed
commit
committing
commits
commited
commiting
fight
fights
ones
one
associated
associate
associates
associating
vision
visions
function
functions
truly
sick
sicker
sickest
average
humans
human
stupid
stupidest
will
wills
chinese
connection
connections
camp
camps
stone
stones
hundred
hundreds
key
keys
truck
trucks
afternoon
afternoons
after-noon
responsible
secretary
secretaries
apparently
smart
smarter
smartest
southern
totally
western
collected
collect
collecting
collects
conflict
conflicts
burned
burn
burning
burns
burnt
learning
learnings
wake
woke
waking
wakes
woken
waked
contribute
contributed
contributing
contributes
ride
riding
rode
rides
ridden
british
following
ordered
order
ordering
orders
share
shares
newspaper
newspapers
news-paper
foundation
foundations
variety
varieties
perspective
perspectives
documents
document
presence
presences
staring
stared
stare
stares
lesson
lessons
limited
limit
limits
limiting
appreciate
appreciated
appreciates
appreciating
complete
completest
completer
observed
observe
observing
observes
currently
hundred
hundreds
fun
funnest
funner
crowd
crowds
attack
attacked
attacking
attacks
apartment
apartments
apart-ment
survive
survived
surviving
survives
guest
guests
soul
souls
protection
protections
intelligence
intelligences
yesterday
yester-day
somewhere
some-where
border
borders
reading
readings
terms
leadership
leaderships
present
chief
chiefs
attitude
attitudes
start
starts
um
denied
deny
denying
denies
denys
website
websites
web-site
seriously
actual
recall
recalls
recalled
recalling
fix
fixed
fixing
fixes
negative
connected
connect
connecting
connects
distance
distances
regular
climate
climates
relations
relation
flight
flights
dangerous
boat
boats
aspects
aspect
grab
grabbed
grabs
grabbing
until
favorite
like
january
independent
volume
vol
volumes
vols
am
a.m.
lots
front
online
on-line
theater
theatre
theaters
theatres
speed
speeds
aware
identity
identities
demand
demands
extra
charged
charge
charging
charges
guard
guards
demonstrated
demonstrate
demonstrates
demonstrating
fully
tuesday
facility
facilities
farm
farms
mind
minded
minding
minds
fun
thousands
thousand
august
hired
hire
hiring
hires
light
lighter
lightest
link
links
shoes
shoe
institute
institutes
below
living
livings
european
quarter
quarters
basically
forest
forests
multiple
poll
polls
wild
wilder
wildest
measured
measure
measuring
measures
twice
crossed
cross
crossing
crosses
background
backgrounds
back-ground
back-grounds
settled
settle
settling
settles
winter
winters
focus
foci
presidential
operate
operating
operated
operates
fuck
fucked
fucking
fucks
view
viewed
viewing
views
daily
shop
shops
above
division
divisions
slowly
s-l-o-w-l-y
advice
advices
reaction
reactions
injury
injuries
it
ticket
tickets
grade
grades
wow
birth
births
painting
paintings
outcome
outcomes
out-comes
out-come
enemy
enemies
damage
damages
being
beings
storm
storms
storming
shape
shapes
bowl
bowls
commission
commissions
captain
capt
captains
cap-tain
ear
ears
troops
troop
female
wood
woods
warm
warmer
warmest
clean
cleaner
cleanest
lead
leads
minister
ministers
neighbors
neighbor
neighbours
neighbour
tiny
tiniest
tinier
mental
software
softwares
soft-ware
glad
gladder
findings
finding
lord
lords
drive
drives
temperature
temperatures
quiet
quieter
quietest
spread
spreading
spreads
bright
brighter
brightest
cuts
cut
influence
influences
kick
kicked
kicking
kicks
annual
procedures
procedure
respect
respects
r-e-s-p-e-c-t
wave
waves
tradition
traditions
threatened
threatening
threaten
threatens
primary
strange
stranger
strangest
actor
actors
blame
blamed
blaming
blames
active
cat
cats
cati
depends
depend
depended
depending
bus
buses
busses
clothes
clothe
affairs
affair
contact
contacts
category
categories
topic
topics
victory
victories
direct
towards
map
maps
eggs
egg
ensure
ensuring
ensures
ensured
general
generals
expression
expressions
ex-pression
past
session
sessions
competition
competitions
possibly
techniques
technique
mine
average
ave
averages
intended
intend
intends
intending
impossible
moral
academic
wine
wines
approached
approach
approaching
approaches
somehow
some-how
gathered
gather
gathering
gathers
scientific
african
cook
cooking
cooked
cooks
participate
participated
participating
participates
gay
gayest
gayer
appropriate
youth
youths
dressed
dress
dressing
dresses
straight
weather
weathers
recommend
recommended
recommends
recommending
medicine
medicines
novel
novels
obvious
thursday
exchange
exchanges
explore
exploring
explored
explores
extend
extended
extending
extends
bay
bays
invited
invite
inviting
invites
tied
tie
ties
tying
tieing
ah
belong
belongs
belonged
belonging
obtained
obtain
obtaining
obtains
broad
broader
broadest
conclusion
conclusions
progress
surprise
surprises
assessment
assessments
smile
smiles
featured
features
featuring
feature
cash
cashes
defend
defending
defended
defends
pounds
pound
correct
married
pair
pairs
slightly
loan
loans
village
villages
half
halves
halfs
suit
suits
demand
demanded
demanding
demands
historical
meaning
meanings
attempting
attempt
attempted
attempts
supply
supplies
lifted
lift
lifting
lifts
ourselves
ourself
honey
honeys
bone
bones
consequences
consequence
unique
next
regulations
regulation
award
awards
bottom
bottoms
excuse
excused
excusing
excuses
familiar
classroom
classrooms
searching
search
searched
searches
reference
references
emerged
emerge
emerging
emerges
long
lunch
lunches
judge
judging
judged
judges
ad
ads
a.d.
desire
desires
instruction
instructions
emergency
emergencies
thinking
thinkings
tour
tours
french
combined
combine
combining
combines
moon
moons
sad
saddest
sadder
address
addresses
december
anywhere
chicken
chickens
fuel
fuels
trained
train
training
trains
abuse
abuses
construction
constructions
wednesday
linked
link
linking
links
deserve
deserves
deserved
deserving
famous
intervention
interventions
grand
grander
grandest
visit
visits
confirmed
confirm
confirms
confirming
lucky
luckiest
luckier
insisted
insist
insists
insisting
coast
coasts
proud
proudest
prouder
cover
covers
fourth
cops
cop
angry
angrier
angriest
native
supreme
baseball
baseballs
base-ball
but
email
emails
accident
accidents
acci-dent
front
fronts
duty
duties
dutys
growing
struggling
struggled
struggle
struggles
revenue
revenues
expand
expanded
expanding
expands
chief
chiefest
launched
launch
launching
launches
trend
trends
ring
rings
repeat
repeated
repeating
repeats
breath
breaths
inches
inch
neck
necks
core
cores
terrible
terribles
billion
relatively
complex
press
pressed
pressing
presses
miss
misses
slow
slower
slowest
soft
softer
softest
generate
generated
generates
generating
extremely
last
lasted
lasts
lasting
drink
drinks
forever
for-ever
corporate
deep
deeper
prefer
preferred
prefers
preferring
prefering
except
cept
cheap
cheaper
cheapest
literature
literatures
directed
direct
directing
directs
mayor
mayors
male
importance
importances
recorded
record
recording
records
danger
dangers
emotional
knees
knee
kneeing
ass
asses
captured
capture
capturing
captures
traffic
traffics
fucking
fuckin
outside
out-side
now
train
trains
plate
plates
equipment
equipments
selected
select
selecting
selects
filed
file
filing
files
studio
studios
expensive
secret
secrets
engine
engines
adopted
adopt
adopting
adopts
luck
lucks
via
p.m.
pm
panel
panels
hero
heroes
heros
circle
circles
critics
critic
solve
solved
solving
solves
busy
busiest
busier
episode
episodes
back
backed
backing
backs
check
checks
requirements
requirement
politicians
politician
rain
rains
colleagues
colleague
disappeared
disappear
disappears
disappearing
beer
beers
predict
predicted
predicting
predicts
exercise
exercises
exercising
tired
democracy
democracies
ultimately
setting
settings
honor
honors
honour
honours
works
unfortunately
theme
themes
issued
issue
issuing
issues
male
males
clean
cleaning
cleaned
cleans
united
pool
pools
educational
empty
emptier
emptiest
comfortable
investigate
investigating
investigated
investigates
useful
pocket
pockets
digital
plenty
entirely
fear
feared
fearing
fears
afford
afforded
affords
affording
sugar
sugars
teaching
teachings
conservative
chairman
chairmen
chairmans
error
errors
bridge
bridges
tall
taller
tallest
specifically
flowers
flower
though
universe
universes
live
acknowledge
acknowledged
acknowledges
acknowledging
limits
limit
coverage
coverages
crew
crews
located
locate
locating
locates
balance
balances
equal
lips
lip
leaned
leaning
lean
leans
leant
zone
zones
wedding
weddings
copy
copies
scored
score
scoring
scores
